"Unnamed: 0","Магазин","Номер заказа","Дата поступления","Статус","Оценка","Текст отзыва","Текст_класс_1","Текст_класс_2","Другое","is_p"
237,store_0179,"131513451R4851","2011-06-19 10:55:53",Не проверен,5,,,,,
238,store_0142,"1577745171R457","2011-06-19 10:55:57",Не проверен,5,,,,,
239,store_063,"065818R6144187","2011-06-19 10:56:07",Не проверен,5,,,,,
240,store_0180,"921R1113618548","2011-06-19 10:56:18",Не проверен,5,,,,,
241,store_097,"4R491375521146","2011-06-19 10:56:53",Не проверен,5,,,,,
242,store_081,"48971R57519014","2011-06-19 10:57:05",Не проверен,5,"большое спасибо ♥️ все очень быстро,хорошо упаковано,все свежее.",,,,
243,store_0181,"96150147R64119","2011-06-19 10:57:10",Не проверен,5,Всё СУПЕР 👍👍👍,,,,
244,store_0182,"8943841171571R","2011-06-19 10:57:31",Не проверен,5,,,,,
245,store_063,"5R745913114552","2011-06-19 10:57:55",Не проверен,5,,,,,
246,store_034,"1146915184R054","2011-06-19 10:58:06",Не проверен,5,,,,,
247,store_0183,"2741954243R181","2011-06-19 10:58:27",Не проверен,5,,,,,
248,store_0158,"574519R4698112","2011-06-19 10:58:59",Не проверен,3,Не думала что тесто будет замороженное,,,Не думала что тесто будет замороженное,
249,store_040,"9119704514R024","2011-06-19 10:59:04",Не проверен,3,В заказ забыли положить мороженое😪просьба стоимость товара вернуть на карту,,,,
250,store_0184,"31933471491R54","2011-06-19 10:59:47",Не проверен,5,,,,,
251,store_0185,"499591167142R4","2011-06-19 10:59:49",Не проверен,5,,,,,
252,store_0165,"0848R711015182","2011-06-19 11:00:25",Не проверен,5,,,,,
253,store_0147,"401R1481180741","2011-06-19 11:00:41",Не проверен,5,,,,,
254,store_012,"5R010499417143","2011-06-19 11:00:45",Не проверен,4,Яйца доехали не все:(,,,,
255,store_0186,"1184104131R570","2011-06-19 11:01:10",Не проверен,5,,,,,
256,store_0187,"40R19611864511","2011-06-19 11:01:15",Не проверен,1,"Мы заказывали моющее средство и пакеты для мусора, в доставке их не было, мы всё оплатили, разбиритесь!",,,"Мы заказывали моющее средство и пакеты для мусора, в доставке их не было, мы всё оплатили, разбиритесь!",
257,store_0188,"714R1113402394","2011-06-19 11:01:24",Не проверен,5,,,,,
258,store_0189,"92421047R10012","2011-06-19 11:02:07",Не проверен,5,,,,,
259,store_0190,"11092414R15650","2011-06-19 11:02:50",Не проверен,1,"Максимально неспелые нектарины. Хотя просила спелые. В 50% случаев привозят  спелые, 50% - просто дерквянные",,,"Максимально неспелые нектарины. Хотя просила спелые. В 50% случаев привозят  спелые, 50% - просто дерквянные",
260,store_0191,"314942R1205145","2011-06-19 11:02:53",Не проверен,5,,,,,
261,store_0192,"84350R41111254","2011-06-19 11:02:54",Не проверен,5,,,,,
262,store_0102,"304458139110R4","2011-06-19 11:03:04",Не проверен,5,,,,,
263,store_0193,"9803019R318441","2011-06-19 11:03:30",Не проверен,5,,,,,
264,store_0194,"174R1408011642","2011-06-19 11:04:26",Не проверен,5,,,,,
265,store_055,"355147R6390112","2011-06-19 11:05:33",Не проверен,3,Забыли доложить чеснок в заказ,,,Забыли доложить чеснок в заказ,
266,store_0195,"449636R0040111","2011-06-19 11:06:03",Не проверен,2,"курьер оставил заказ у ворот и уехал, не дождавшись пока я заберу пакеты. это просто возмутительно!!!",,,"курьер оставил заказ у ворот и уехал, не дождавшись пока я заберу пакеты. это просто возмутительно!!!",
267,store_0164,"47R44910068101","2011-06-19 11:06:04",Не проверен,5,Курьер молодец. Все очень хорошо,,,,
268,store_0196,"3R941619714170","2011-06-19 11:06:31",Не проверен,5,,,,,
269,store_0197,"0R714317901645","2011-06-19 11:07:37",Не проверен,5,,,,,
270,store_0198,"0741R842911808","2011-06-19 11:08:28",Не проверен,5,"Обожаю вашу доставку, 
Каждый раз приятный подарок, и безумно радующие цены и акционные предложения, которые по-настоящему работают :) 

Кофейный напиток parmalat - лучший!",,,,
271,store_0188,"14911191R94430","2011-06-19 11:09:19",Не проверен,5,,,,,
272,store_022,"04R04111049051","2011-06-19 11:09:40",Не проверен,5,,,,,
273,store_0199,"65109111158R44","2011-06-19 11:10:56",Не проверен,4,"Доставку задержали на час, в остальном все отлично",,,,
274,store_0200,"100114R3811189","2011-06-19 11:11:00",Не проверен,5,,,,,
275,store_0201,"810R0512914115","2011-06-19 11:11:09",Не проверен,5,,,,,
276,store_0202,"4131R711914016","2011-06-19 11:11:10",Не проверен,5,,,,,
277,store_061,R1114114169243,"2011-06-19 11:11:26",Не проверен,2,"Не доложили пакет корма для кошек.Мороженое было на дне пакета,раздавленое и растаяное",,,,
278,store_0203,"34191R98111241","2011-06-19 11:11:32",Не проверен,5,,,,,
279,store_017,"441114R1934129","2011-06-19 11:11:44",Не проверен,4,,,,,
280,store_0204,"1711495R224231","2011-06-19 11:12:23",Не проверен,5,,,,,
281,store_0205,"314R3419631012","2011-06-19 11:12:33",Не проверен,4,"Дали подарок, но пришлось долго ждать",,,,
282,store_0206,"291915R4411184","2011-06-19 11:12:59",Не проверен,5,,,,,
283,store_0207,"91101150024R31","2011-06-19 11:13:10",Не проверен,1,"Упаковали и морепродукты и детские смеси творожки все вместе без отдельных пакетов 
Все пропахло
Также помятые упаковки средств шигиены (прркладки вместк с заморозкой которая подтаяла)",,,"Упаковали и морепродукты и детские смеси творожки все вместе без отдельных пакетов 
Все пропахло
Также помятые упаковки средств шигиены (прркладки вместк с заморозкой которая подтаяла)",
284,store_079,"41561412R34691","2011-06-19 11:13:46",Не проверен,5,,,,,
285,store_0165,"24981461415R61","2011-06-19 11:14:26",Не проверен,5,,,,,
286,store_0128,"461140248R1921","2011-06-19 11:14:42",Не проверен,5,Все отлично,,,,
287,store_0208,"457468411471R1","2011-06-19 11:14:47",Не проверен,5,,,,,
